Bellek Hızı,Bluetooth Özelliği,Cihaz Ağırlığı,Dokunmatik Ekran,Ekran Boyutu,Ekran Kartı Bellek Tipi,Ekran Kartı Hafızası,Ekran Kartı Tipi,Ekran Kartı,Ekran Panel Tipi,eMMC Kapasitesi,Harddisk Kapasitesi,HDMI,İşlemci Cache,İşlemci Nesli,İşlemci Tipi,İşlemci,İşletim Sistemi,Kart Okuyucu,Klavye,Maksimum İşlemci Hızı,Max Ekran Çözünürlüğü,Optik Sürücü,Parmak İzi Okuyucu,Ram (Sistem Belleği),Ram Tipi,Renk,SSD Kapasitesi,Ürün Modeli,Webcam,Marka,Fiyat,Link
4800 MHz,Var,2 - 4 kg,Yok,"16,1 inç",GDDR6,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,IPS,Yok,Yok,Var,16 MB Cache,5.Nesil,Intel Core i5,12500H,Yok (Free Dos),Var,Aydınlatmalı,"4,2 GHz",1920 x 1080,Yok,Belirtilmemiş,8 GB,DDR5,Koyu Gri;Siyah,512 GB,Oyun Bilgisayarları,Var,HP,19.997,https://www.hepsiburada.com//hp-victus-16-d1048nt-intel-core-i5-12500h-8-gb-512-gb-ssd-rtx-3050-freedos-16-1-fhd-tasinabilir-bilgisayar-68p33ea-pm-HBC000028LMIL
2933 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050,IPS,Yok,Yok,Var,12 MB Cache,11.Nesil,Intel Core i5,11400H,Yok (Free Dos),Yok,Q Türkçe,"4,5 GHz",1920 x 1080,Yok,Yok,8 GB,DDR4,Siyah,512 GB,Oyun Bilgisayarları,Var,Asus,20.999,https://www.hepsiburada.com//asus-tuf-gaming-fx506hc-hn011-intel-core-i5-11400h-8gb-512gb-ssd-rtx3050-freedos-15-6-tasinabilir-bilgisayar-pm-HBC000008SRHL
4800 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4070,TN,Yok,Yok,Var,24 MB Cache,13.Nesil,Intel Core i7,13700H,Windows 11 Home,Yok,Aydınlatmalı,5 GHz,1920 x 1080,Yok,Yok,32 GB,DDR5,Gri,1 TB,Oyun Bilgisayarları,Var,MSI,57.126,https://www.hepsiburada.com//msi-pulse-15-b13vgk-440tr-intel-core-i7-13700h-32gb-1tb-ssd-rtx4070-windows-11-home-15-6-fhd-144hz-tasinabilir-bilgisayar-pm-HBC00003Z3PLV
4800 MHz,Var,2 - 4 kg,Yok,18 inç,GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4070,IPS,Yok,Yok,Var,36 MB Cache,13.Nesil,Intel Core i9,13980HX,Yok (Free Dos),Belirtilmemiş,RGB,"5,6 GHz",2560 x 1600,Yok,Yok,16 GB,DDR5,Koyu Gri,1 TB,Oyun Bilgisayarları,Var,Asus,66.999,https://www.hepsiburada.com//asus-rog-strix-g18-g814ji-n6142-intel-core-i9-13980hx-16-gb-1-tb-ssd-rtx-4070-240-hz-freedos-18-qhd-tasinabilir-bilgisayar-pm-HBC00003VB1D6
3200 MHz,Var,2 kg ve Altı,Yok,"15,6 inç",GDDR5,Paylaşımlı,Dahili Ekran Kartı,Intel UHD Graphics,TN,Yok,Yok,Var,8 MB Cache,11.Nesil,Intel Core i5,1135G7,Ubuntu,Var,Q Türkçe,"4,2 GHz",1920 x 1080,Yok,Yok,8 GB,DDR4,Siyah,512 GB,Notebook,Var,Dell,12.475,https://www.hepsiburada.com//dell-vostro-3510-intel-core-i5-1135g7-8gb-256gb-ssd-15-6-ubuntu-tasinabilir-bilgisayar-n8803vn3510u-pm-HBC00002EHKR3
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Paylaşımlı,WVA,Yok,Yok,Var,8 MB Cache,11.Nesil,Intel Core i5,1135G7,Linux,Yok,Q Türkçe,"4,2 GHz",1920 x 1080,Yok,Belirtilmemiş,16 GB,DDR4,Siyah,512 GB,Notebook,Var,Dell,13.240,https://www.hepsiburada.com//dell-inspiron-3511-intel-core-i5-1135g7-16gb-512gb-ssd-linux-15-6-tasinabilir-bilgisayar-f35obf821na4-pm-HBC00001DZIYM
Belirtilmemiş,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Harici Ekran Kartı,Nvidia GeForce RTX 3060,IPS,Yok,Yok,Var,24 MB Cache,12.Nesil,Intel Core i7,12700H,Yok (Free Dos),Yok,RGB,"4,7 GHz",1920 x 1080,Yok,Yok,16 GB,Belirtilmemiş,Siyah,512 GB,Oyun Bilgisayarları,Var,Acer,31.499,https://www.hepsiburada.com//acer-nitro-5-an515-58-intel-core-i7-12700h-16-gb-512-gb-ssd-rtx-3060-6-gb-freedos-15-6-fhd-tasinabilir-bilgisayar-nh-qfmey-003-pm-HBC00002SND6J
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4060,IPS,Yok,Yok,Var,24 MB Cache,12.Nesil,Intel Core i7,12650H,Yok (Free Dos),Yok,RGB,"4,7 GHz",1920 x 1080,Yok,Yok,32 GB,DDR4,Gri,1 TB,Oyun Bilgisayarları,Var,Casper,36.699,https://www.hepsiburada.com//casper-excalibur-g870-1265-dfb0x-b-intel-core-i7-12650h-32gb-ram-1tb-nvme-ssd-8gb-rtx4060-freedos-tasinabilir-bilgisayar-pm-HBC00003ZQ9WP
3200 MHz,Var,2 kg ve Altı,Yok,14 inç,Onboard,Paylaşımlı,Dahili Ekran Kartı,Paylaşımlı,TN,Yok,Yok,Var,8 MB Cache,11.Nesil,Intel Core i5,1135G7,Yok (Free Dos),Yok,Q Türkçe,"4,2 GHz",1920 x 1080,Yok,Yok,8 GB,DDR4,Siyah,512 GB,Notebook,Var,Lenovo,12.999,https://www.hepsiburada.com//lenovo-v14-82ka006xtx-g2-itl-intel-core-i5-1135g7-8gb-512gb-ssd-freedos-14-fhd-tasinabilir-bilgisayar-pm-HBC00000DBWL4
4800 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,8 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 4070,IPS,Yok,Yok,Var,24 MB,13.Nesil,Intel Core i7,13650HX,Yok (Free Dos),Yok,RGB,"4,9 GHz",1920 x 1200,Yok,Yok,16 GB,DDR5,Koyu Gri,1 TB,Oyun Bilgisayarları,Var,Asus,53.999,https://www.hepsiburada.com//asus-rog-strix-g16-g614ji-n3189-intel-core-i7-13650hx-16-gb-1-tb-ssd-rtx-4070-165-hz-freedos-16-wuxga-tasinabilir-bilgisayar-pm-HBC000048WHIT
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Paylaşımlı,TN,Yok,Yok,Var,8 MB Cache,Ryzen,AMD Ryzen 7,5700U,Yok (Free Dos),Var,Q Türkçe,"4,3 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Siyah,512 GB,Notebook,Var,Lenovo,12.295,https://www.hepsiburada.com//lenovo-v15-g2-alc-amd-ryzen-7-5700u-16-gb-512-gb-ssd-freedos-15-6-fhd-tasinabilir-bilgisayar-82kd0044tx-s16s-pm-HBC00003RJB45
2933 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR5,2 GB,Harici Ekran Kartı,Nvidia GeForce MX450,TN,Yok,Yok,Var,12 MB Cache,11.Nesil,Intel Core i7,1165G7,Windows 10 Pro,Var,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Yok,32 GB,DDR4,Siyah,1 TB,Notebook,Var,Lenovo,29.199,https://www.hepsiburada.com//lenovo-thinkpad-e15-gen-2-intel-core-i7-1165g7-32gb-1tb-ssd-mx450-windows-10-pro-15-6-fhd-tasinabilir-bilgisayar-20tdf01j00a20-pm-HBC0000033EBX
2400 MHz,Var,1 - 2 kg,Yok,"15,6 inç",GDDR4,Paylaşımlı,Dahili Ekran Kartı,AMD Radeon R5,IPS,512 GB,Yok,Var,Belirtilmemiş,Ryzen,AMD Ryzen 5,5500U,Windows 11 Home,Yok,Q Türkçe,"2,4 GHz",1920 x 1080,Yok,Var,8 GB,DDR4,Gri,512 GB,Notebook,Var,Huawei,14.270,https://www.hepsiburada.com//huawei-matebook-d15-amd-ryzen-5-5500u-8gb-512gb-ssd-windows-11-home-15-6-fhd-tasinabilir-bilgisayar-pm-HBC00001D68DL
3200 MHz,Var,2 - 4 kg,Yok,"17,3 inç",GDDR6,4 GB,Harici Ekran Kartı,Nvidia GeForce RTX 3050 Ti,IPS,Yok,1 TB,Var,24 MB Cache,11.Nesil,Intel Core i7,11800H,Windows 11 Home,Var,Q Türkçe,"2,3 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Siyah,1 TB,Oyun Bilgisayarları,Var,MSI,32.999,https://www.hepsiburada.com//msi-katana-gf76-11ud-875tr-intel-core-i7-11800h-16gb-1tb-ssd-rtx3050ti-windows-11-home-17-3-fhd-144hz-tasinabilir-bilgisayar-pm-HBC00003O1ZFL
2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel UHD Graphics,TN,Yok,Yok,Var,4 MB Cache,10.Nesil,Intel Core i3,1005G1,Yok (Free Dos),Yok,Q Türkçe,"3,4 GHz",1920 x 1080,Yok,Yok,4 GB,DDR4,Gri,256 GB,Notebook,Var,Asus,7.774,https://www.hepsiburada.com//asus-x515ja-ej2137-intel-core-i3-1005g1-4gb-256gb-ssd-freedos-15-6-tasinabilir-bilgisayar-pm-HBC00000H2DTV
4800 MHz,Var,2 - 4 kg,Yok,"16,1 inç",GDDR6,6 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3060,IPS,Yok,Yok,Var,24 MB Cache,12.Nesil,Intel Core i7,12700H,Yok (Free Dos),MicroSD  Card Reader,Aydınlatmalı,"4,7 GHz",1920 x 1080,Yok,Yok,16 GB,DDR5,Siyah,1 TB,Oyun Bilgisayarları,Var,HP,34.999,https://www.hepsiburada.com//hp-omen-16-k0010nt-intel-core-i7-12700h-16gb-ram-1tb-ssd-rtx3060-16-1-fhd-freedos-tasinabilir-bilgisayar-7h8z7ea-pm-HBC00003QQ6YC
4800 MHz,Var,2 - 4 kg,Yok,"16,1 inç",GDDR6,6 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3060,IPS,Yok,Yok,Var,24 MB Cache,12.Nesil,Intel Core i7,12700H,Yok (Free Dos),MicroSD  Card Reader,Aydınlatmalı,"4,7 GHz",1920 x 1080,Yok,Yok,16 GB,DDR5,Siyah,1 TB,Oyun Bilgisayarları,Var,HP,34.999,https://www.hepsiburada.com//hp-omen-16-k0010nt-intel-core-i7-12700h-16gb-ram-1tb-ssd-rtx3060-16-1-fhd-freedos-tasinabilir-bilgisayar-7h8z7ea-pm-HBC00003QQ6YC
Belirtilmemiş,Var,1 - 2 kg,Belirtilmemiş,13 inç,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,IPS,Yok,Yok,Yok,Belirtilmemiş,Yok,Apple M2,Apple M2,macOS,Belirtilmemiş,Q Türkçe,Yok,2560 x 1600,Belirtilmemiş,Belirtilmemiş,8 GB,Belirtilmemiş,Belirtilmemiş,256 GB,Notebook,Var,Apple,32.945,https://www.hepsiburada.com//apple-macbook-air-m2-cip-8gb-256gb-ssd-macos-13-tasinabilir-bilgisayar-yildiz-isigi-mly13tu-a-pm-HBC00002GNKO0
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i7,1255U,Windows 11 Pro,Var,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Siyah,500 GB,Notebook,Var,Monster,21.499,https://adservice.hepsiburada.com/event/api/v1/track?event=UDdaeHh4d2JyQU1kNUNDRDh3N2h0TkQ3Qm16eWlzbitvNVN1UHNvTVJqWTdWRkkreDdPSWxSRWtNRU1ud0pmMWVVOW9hSFhteENqR0VOMEhhUjdpZ1FyM0QybVpTNGFCbFNIeVJkL2Z6NkpHWnk5QVBPdGdVTWRJSDZMN3Y3bFE3cVJFQjhqV2dUZ0xEdHJWTHJIeVI2RGJrL1A0dzZ4a1FYTzY2Q01RMVhKbDNBRmFzdTFZRmlGK0lMZ2NlYWk3S3lLSnI4RDRrNFltd0ovUkNkNng5RytZcko3OWhaOHlSOWJ2cXpLbEhXYXhxTkRuUTV5UGtHNHRjOEM3S3ZsNVM3T09hcm4yOW82aHpWL01vZStnUXRTSVVmMThZaXkwTzdNZGdSZUdsSWQ5bnFVeWtsc0ZPTnYrNkIvU3pUV0FpUGJ0WEFveHRXNzRVY0J0MGN5ck1hSE1Qck5hYTlmSW4rWXRycjVOVjdEbURXcVBSdkhKU1czTS8xcGtrWnZaTTkrZmM5dDQrMWZOTTVMaCtVdStSVThFSEZMQ0tJanJDMjlDa2lRKzdNSm1nQm1RSWdXT3MyZExFL1lMOXU1cjhOdkZtZmR0SExoaU40d3ZnZndrSEhTalJUcDBDOWxVdG9TME9wZkdxb1RBWjBLREYyUG9TOG5hU2JLNkFFSTNtRGhlWUZmU0JXcWoxZWFwU1E=&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fmonster-huma-h5-v4-2-13-black-intel-core-i7-1255u-16-gb-ram-500-gb-ssd-windows-11-pro-15-6-fhd-120-hz-tasinabilir-bilgisayar-p-HBCV00004DYCGO%3Fmagaza%3DMonster+Notebook&eventName=sp-click&platform=desktop
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Belirtilmemiş,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050 Ti,IPS,Yok,Belirtilmemiş,Var,8 MB Cache,11.Nesil,Intel Core i5,11320H,Yok (Free Dos),Yok,Aydınlatmalı,"4,5 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Siyah,512 GB,Oyun Bilgisayarları,Var,Lenovo,21.599,https://www.hepsiburada.com//lenovo-ideapad-gaming-3-intel-core-i5-11320h-16gb-512gb-ssd-rtx3050ti-freedos-15-6-fhd-tasinabilir-bilgisayar-82k101gntx-pm-HBC00003PLFBN
3200 MHz,Var,1 - 2 kg,Yok,"16,1 inç",Belirtilmemiş,Paylaşımlı,Dahili Ekran Kartı,AMD Radeon Vega 8,IPS,Yok,Yok,Var,16 MB Cache,Ryzen,AMD Ryzen 5,5600H,Windows 11 Home,Yok,Q Türkçe,"4,2 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Gri,512 GB,Ultrabook,Var,HONOR,15.899,https://www.hepsiburada.com//honor-magicbook-16-amd-ryzen-5-5600h-16gb-512gb-ssd-w11-home-16-1-fhd-tasinabilir-bilgisayar-pm-HBC00001FT7KV
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i5,1235U,Yok (Free Dos),Var,Q Türkçe,"4,4 GHz",1920 x 1080,Yok,Var,32 GB,DDR4,Siyah,1 TB,Notebook,Var,Monster,19.599,https://adservice.hepsiburada.com/event/api/v1/track?event=anJZMWlsUFZXc093NTVqNE1kc2tPS0Y4TURrLzZCYVBOOVlibTAwQ0Q5WEZDYUtuVmtuYk5yY3grN1RmVkgyb3l5VmV4RmVCdklxdmFMQTduQytzMmViRXNFVG1RQldsTjV3OW1zczhRakZGYmFhUlhDYXRwSnhoTVg4cHhjbzQ5OEg0b3IybFpuSVhFK3NOTlplMXBIaGljMzBpcXlVVW9kN3Z2aXFLbzN5T2hucEhJQ0UxZEpsWTlienhDYTdwSy9pbTZxK0ZhU000NzhnTm5NSTNxQVUrcVdOUUxSK3gyOHJKbmdjeFhFSVFCOW0rRllwQXZqeVJpcXVtanFWZHpFVVJJT25kTFZUVS9pR1p3OUt5R3plL3hjMEZGdlVETjZQQnRjQ25aNlE3bllNa0YzL2RNVk9IcXFLbzVtTC8wUlAyL1RrTjFtNlFkdjZHY3h5aEZkcWpwbVBuc1dXNnV4bEFqdFZEeDVZWkFqN3VTb2w5cS9hK1FKSlZzbE9TNzY3elEzZ1dqeURjSEtNdGVtRHBZVFRPUXQ5dmFSUG9mdGlKaXgzeDhBdUpoNTlnNmRqZnhGU0FiK1pLRC95WDBBbFBwVkZTQXppK0RYMGtobmVnTkc4V2U4U1RQWUViN29lSzFrYUcycE5RUCtSUHNyTzJKa0FRRnZRRDAvdzFvTzdiQkl2Z3cydE9YeDJTN3c=&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fmonster-huma-h5-v4-1-10-black-intel-core-i5-1235u-32-gb-ram-1-tb-ssd-freedos-15-6-fhd-120-hz-tasinabilir-bilgisayar-p-HBCV00004DYLXH%3Fmagaza%3DMonster+Notebook&eventName=sp-click&platform=desktop
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Harici Ekran Kartı,Nvidia GeForce GTX1650,WVA,Yok,Yok,Var,12 MB Cache,11.Nesil,Intel Core i5,11400H,Yok (Free Dos),Var,Numerik Tuşlu Aydınlatmalı,"4,5 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Siyah,500 GB,Oyun Bilgisayarları,Var,Monster,17.619,https://www.hepsiburada.com//monster-abra-a5-v16-7-3-intel-core-i5-11400h-16gb-ram-500gb-ssd-4gb-gtx1650-freedos-15-6-fhd-144hz-oyun-bilgisayari-pm-HBC00000IIGS8
3200 MHz,Belirtilmemiş,1 - 2 kg,Yok,"15,6 inç",Belirtilmemiş,Paylaşımlı,Harici Ekran Kartı,Intel HD Graphics,IPS,Yok,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,12.Nesil,Intel Core i7,1255U,Windows 11 Pro,Belirtilmemiş,Q Türkçe,"4,4 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Gümüş,512 GB,Notebook,Belirtilmemiş,HP,18.000,https://www.hepsiburada.com//hp-15-6-fhd-ips-intel-core-i7-1255u-16-gb-ram-512-gb-ssd-w11-pro-6g0b7ea9-pm-HBC00002VJRN4
3200 MHz,Var,1 - 2 kg,Yok,"14,1 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,1235U,1235U,Yok (Free Dos),Var,Q Türkçe,"4,4 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Gümüş,512 GB,Notebook,Var,Monster,14.999,https://www.hepsiburada.com//monster-huma-h4-v5-1-intel-core-i5-1235u-16-gb-ram-512-gb-ssd-freedos-14-1-fhd-tasinabilir-bilgisayar-pm-HBC00003GKNWQ
2933 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,4 GB,Yüksek Seviye Harici Ekran Kartı,Nvidia GeForce RTX 3050 Ti,IPS,Yok,Yok,Var,12 MB Cache,11.Nesil,Intel Core i5,11400H,Yok (Free Dos),Yok,Q Türkçe,"4,5 GHz",1920 x 1080,Yok,Yok,8 GB,DDR4,Siyah,512 GB,Oyun Bilgisayarları,Var,Asus,22.798,https://www.hepsiburada.com//asus-tuf-gaming-fx506he-hn011-intel-core-i5-11400h-8gb-512gb-ssd-rtx-3050ti-freedos-15-6-fhd-tasinabilir-bilgisayar-pm-HBC000008SRHH
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i7,1255U,Yok (Free Dos),Var,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Siyah,1 TB,Notebook,Var,Monster,18.999,https://adservice.hepsiburada.com/event/api/v1/track?event=czdjb2ZRaURoUHYrZG0yM3FtZUpPeWdUMHBoU1RkWmlDa2ZMK1NWN3d4K1ZpNS8wZ0FIbVBLelNmdENpck1VSmg0SlFRTis5ejdneGF4ZW1aSmMxdUZNejFFT2xuck5KM3R3aytmSGk5V3FFTXNMZVpZb2k0cm52eEkwamY5NW9wdFU4cUFoVHJYTjVLMFlHRXFZSnp6bloxYld2Rk82NTdyZkptUVdNVGxuSit0MmdPajJZTlI4TG50K2U2ZzhUN2lFYis4TzIzdVgwVHVwL0NJM01WVC9rVlBFQmJkcUFVdkRpcXVpK3BNdXl5VnN0U2x6RExCSHBwR2tMUDk4MmJULzAwVEVrdTFjZWg5TUhEdHVyZGEzWU4xUHJqa0tYQkQzQWZpN2ozK2c3RnJ0ZkVUd0Z3bHZkN2x0MGJaemJaV1hsZkxkLzAyZUdLSTBiU0p5azYyTURwbnFGWGlhT2FRQ01nWVFUYnQyQ1UzV3RwUUtXZ2ZEWm9pakorWStIKzZYVFZFV2ZOZnpUWTd6cTNUck1lRG5sdmV5Mk9HbmVOUG8yK0xxOHdDVDRHMlNnclBJK2ZUYVB6STBHaEhHZGhnMWZaaStrcDJZTFdqdWVRWjM5L1J3RDFiYzVpYnlXWnFCT1RUVXZ2UUh5c0RCVTcxVGdoUXlidGxOekxiVmlzdExESTd2L1dGaXdJQ2M=&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fmonster-huma-h5-v4-2-6-black-intel-core-i7-1255u-16-gb-ram-1-tb-ssd-freedos-15-6-fhd-120-hz-tasinabilir-bilgisayar-p-HBCV00004DYCGK%3Fmagaza%3DMonster+Notebook&eventName=sp-click&platform=desktop
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,12.Nesil,Intel Core i7,1255U,Yok (Free Dos),Var,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Var,32 GB,DDR4,Siyah,1 TB,Notebook,Var,Monster,21.599,https://adservice.hepsiburada.com/event/api/v1/track?event=YVFiUzN5QmpZU3NJQ2VCTitXb2o1aCtVMCtWRWUrNVV0K3JnZllMY1drOVcvaW5MNFlaZ0hnRzQ2S1o4bExKSitiSXQrbkJYR28wTzM5bzRpVzVTd0xrNTB2YTRzUGlvK3hRUS9QMkZ2RDcwU0hza0VNR2dXQzk4aU9JZ2x0bW1vSTEvNXNNMnBjYXRsRnFDakE0Q25EK2ViZC9nYXhUUGlUTk5HL05IdTdwcFpXa29uRjQvbEcvYUR4b2dwUkNySmZDTjR1cFFuZ1h4Z3FEMnhzc2o2WUltQ2lhODcrR3VwZ1kvN0QwWmpPd1lLbGIrQTBjdjYzUmQxOVlkbTc3Uy9CTUc2a2huSk1vc0hmQzZHcmRjWHFuSHByVDdZaGswL0o2Szc3ZTFBdEwwRHdyekhWb0d1RXdma0NDNWN0ek5ScTZURWVNSUdZUEFFOXQxWCtKL3NYUldWaGxWVFl4d3ByK2pMd0dFVjdjWjZ2TmZleGdKekZxR0xOSlluaWlnMmk1clRMaGNwVmNmRG5XNzY2MUoxZmZyZkhTZ1lNNFVpNkFuamdvOFhQbXFtUVQzZmpMekhkSllyWE1sV25vdW1jMnlCclVDWHMrVGRvWlBpRmlHRUtQc2V2YWlxb1NNRi9qUFFsVDczbGt5a25ZaDErWUdpb25QLzRJU3Aydk1MVzRUU1NXdzMvUG1QSm9xREE=&redirect=https%3A%2F%2Fwww.hepsiburada.com%2Fmonster-huma-h5-v4-2-10-black-intel-core-i7-1255u-32-gb-ram-1-tb-ssd-freedos-15-6-fhd-120-hz-tasinabilir-bilgisayar-p-HBCV00004DYCGM%3Fmagaza%3DMonster+Notebook&eventName=sp-click&platform=desktop
3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",GDDR5,2 GB,Harici Ekran Kartı,Nvidia GeForce MX350,IPS,Yok,Yok,Var,12 MB Cache,11.Nesil,Intel Core i5,1135G7,Yok (Free Dos),Belirtilmemiş,Q Türkçe,"4,2 GHz",1920 x 1080,Belirtilmemiş,Yok,8 GB,DDR4,"Siyah, Siyah",512 GB,Notebook,Var,Lenovo,16.411,https://www.hepsiburada.com//lenovo-v15-gen2-itl-intel-core-i5-1135g7-8g-512-gb-2-gb-mx350-freedos-15-6-fhd-tasinabilir-bilgisayar-82kb00hwtx-pm-HBC00002GVQ8Q
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",GDDR6,6 GB,Harici Ekran Kartı,Nvidia GeForce RTX 4050,IPS,Yok,Yok,Var,24 MB Cache,13.Nesil,Intel Core i7,13700H,Yok (Free Dos),Var,Q Türkçe,5 GHz,1920 x 1080,Yok,Yok,16 GB,DDR4,Gümüş,1 TB,Oyun Bilgisayarları,Var,HP,32.999,https://www.hepsiburada.com//hp-victus-15-fa1019nt-7n9u7ea-13-nesil-intel-i7-13700h-16gb-ram-1tb-ssd-6gb-rtx4050-15-6-inc-fhd-144hz-tasinabilir-bilgisayar-pm-HBC00003XA2D9
Belirtilmemiş,Var,1 - 2 kg,Belirtilmemiş,13 inç,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,Belirtilmemiş,IPS,Yok,Yok,Yok,Belirtilmemiş,Yok,Apple M2,Apple M2,macOS,Belirtilmemiş,Q Türkçe,Yok,2560 x 1600,Belirtilmemiş,Belirtilmemiş,8 GB,Belirtilmemiş,Gümüş,256 GB,Notebook,Var,Apple,32.935,https://www.hepsiburada.com//apple-macbook-air-m2-cip-8gb-256gb-ssd-macos-13-tasinabilir-bilgisayar-gumus-mlxy3tu-a-pm-HBC00002GNKNW
4267 MHz,Var,1 - 2 kg,Yok,14 inç,Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,IPS,Yok,Yok,Var,12 MB Cache,11.Nesil,Intel Core i7,1165G7,Windows 10 Home,Yok,Q Türkçe,"4,7 GHz",1920 x 1080,Yok,Var,16 GB,DDR4,Gümüş,512 GB,Notebook,Var,Acer,18.059,https://www.hepsiburada.com//acer-swift-3-sf314-511-evo-intel-core-i7-1165g7-16gb-512gb-ssd-windows-10-home-14-tasinabilir-bilgisayar-nx-abney-002-pm-HBC00001D1U3K
3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Belirtilmemiş,Paylaşımlı,Dahili Ekran Kartı,AMD Radeon R4,IPS,Yok,Belirtilmemiş,Var,12 MB Cache,12.Nesil,1235U,1235U,Yok (Free Dos),Belirtilmemiş,Q Türkçe,"4,4 GHz",1920 x 1080,Yok,Yok,8 GB,DDR4,Siyah,256 GB,Notebook,Var,HP,10.699,https://www.hepsiburada.com//hp-15s-fq5012nt-6g0c1ea-intel-core-i5-1235u-4gb-256gb-ssd-15-6-fhd-freedos-dizustu-bilgisayar-pm-HBC00002Z5FCR
3200 MHz,Var,1 - 2 kg,Yok,"13,3 inç",Onboard,Paylaşımlı,Dahili Ekran Kartı,Intel Iris Xe Graphics,OLED,Yok,Yok,Var,12 MB Cache,11.Nesil,Intel Core i7,1165G7,Windows 11 Home,Var,Aydınlatmalı,"4,7 GHz",1920 x 1080,Yok,Yok,16 GB,DDR4,Gri,1 TB,Notebook,Var,Asus,26.999,https://www.hepsiburada.com//asus-zenbook-oled-ux325ea-kg654w-intel-core-i7-1165g7-16gb-1tb-ssd-windows-11-home-iris-xe-13-3-fhd-tasinabilir-bilgisayar-pm-HBC00002ETF0N
